Layout 1
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0, 0, 0,-1,-1,-1,,  2, 2, 2, 1, 1, 1, 3, 3, 3,, 10,10,10,10,10,10, 0, 0, 0,
,  0, 0, 0, 0, 0, 0,-1,-1,-1,,  2, 2, 2, 1, 1, 1, 3, 3, 3,, 10,10,10,10,10,10, 0, 0, 0,
,  0, 0, 0, 0, 0, 0,-1,-1,-1,,  2, 2, 2, 1, 1, 1, 3, 3, 3,, 10,10,10,10,10,10, 0, 0, 0,
,  0, 0, 0, 0, 0, 0,-1,-1,-1,,  2, 2, 2, 1, 1, 1, 3, 3, 3,, 10,10,10,10,10,10, 0, 0, 0,
,  0, 0, 0,-1,-1,-1,-1,-1,-1,,  2, 2, 2, 3, 3, 3, 3, 3, 3,, 10,10,10, 0, 0, 0, 0, 0, 0,
,  0, 0, 0,-1,-1,-1,-1,-1,-1,,  0, 0, 0, 3, 3, 3, 3, 3, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0,-1,-1,-1,-1,-1,-1,,  0, 0, 0, 3, 3, 3, 3, 3, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0,-1,-1,-1,-1,-1,-1,,  0, 0, 0, 3, 3, 3, 3, 3, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
Layout 4
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  2, 2, 2, 1, 1, 1, 1, 1, 0,,  0, 0, 0,10,10,10,10,10, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  2, 2, 2, 1, 1, 1, 1, 1, 0,,  0, 0, 0,10,10,10,10,10, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  2, 2, 2, 1, 1, 1, 1, 1, 0,,  0, 0, 0,10,10,10,10,10, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  2, 2, 2, 1, 1, 1, 1, 1, 0,,  0, 0, 0,10,10,10,10,10, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  2, 2, 2, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
, -1,-1,-1, 0,-1,-1,-1,-1,-1,,  2, 2, 2, 1, 3, 3, 3, 3, 3,,  0, 0, 0,10, 0, 0, 0, 0, 0,
, -1,-1,-1, 0,-1,-1,-1,-1,-1,,  2, 2, 2, 1, 3, 3, 3, 3, 3,,  0, 0, 0,10, 0, 0, 0, 0, 0,
, -1,-1,-1, 0,-1,-1,-1,-1,-1,,  2, 2, 2, 0, 3, 3, 3, 3, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
, -1,-1,-1, 0,-1,-1,-1,-1,-1,,  2, 2, 2, 0, 3, 3, 3, 3, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
Layout 5
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 2, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
,  0, 0,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 2, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
,  0, 0,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 2, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
,  0, 0,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 2, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
,  0, 0,-1, 0, 0, 0, 0, 0, 0,,  3, 0, 2, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
,  0, 0,-1, 0, 0, 0, 0, 0, 0,,  3, 0, 2, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
,  0, 0,-1,-1,-1,-1,-1,-1,-1,,  3, 0, 2, 2, 2, 2, 2, 2, 2,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0,-1,-1,-1,-1,-1,-1,-1,,  3, 0, 2, 2, 2, 2, 2, 2, 2,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0,-1,-1,-1,-1,-1,-1,-1,,  3, 0, 2, 2, 2, 2, 2, 2, 2,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
Layout 6
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  0, 0, 0, 0, 1, 1, 1, 1, 0,,  0, 0, 0, 0,10,10,10,10, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 0,, 10,10,10,10,10,10,10,10, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 3, 3,, 10,10,10,10,10,10,10,10,10,
, -1,-1,-1,-1,-1,-1, 0, 0, 0,,  2, 2, 2, 2, 2, 2, 1, 3, 3,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1,-1,-1, 0, 0, 0,,  2, 2, 2, 2, 2, 2, 1, 3, 3,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1,-1,-1, 0, 0, 0,,  2, 2, 2, 2, 2, 2, 1, 3, 3,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1,-1,-1, 0, 0, 0,,  2, 2, 2, 2, 2, 2, 1, 3, 3,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1,-1,-1, 0, 0, 0,,  2, 2, 2, 2, 2, 2, 1, 3, 3,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1,-1,-1, 0, 0, 0,,  2, 2, 2, 2, 2, 2, 1, 3, 3,,  0, 0, 0, 0, 0, 0,10,10,10,
Layout 7
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 1,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 1,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 0, 0, 0, 0, 0,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 0, 2, 2, 2, 2, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 3, 2, 2, 2, 2, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 3, 2, 2, 2, 2, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  3, 3, 3, 3, 2, 2, 2, 2, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  3, 3, 3, 3, 2, 2, 2, 2, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  3, 3, 3, 3, 2, 2, 2, 2, 2,,  0, 0, 0, 0,10,10,10,10,10,
Layout 8
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  2, 1, 1, 1, 1, 1, 0, 0, 0,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  2, 1, 1, 1, 1, 1, 0, 0, 0,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  2, 1, 1, 1, 1, 1, 0, 0, 0,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  2, 1, 1, 1, 1, 1, 0, 0, 0,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  2, 1, 1, 1, 3, 3, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  2, 1, 1, 1, 3, 3, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  2, 1, 1, 1, 3, 3, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  2, 1, 1, 1, 3, 3, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  2, 1, 1, 1, 3, 3, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
Layout 9
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 3, 3, 1, 1, 1,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 3, 3, 1, 1, 1,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 3, 3, 1, 1, 1,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 0, 3, 1, 1, 1,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 0, 3, 1, 1, 1,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 0, 3, 1, 1, 1,,  0, 0, 0, 0, 0, 0,10,10,10,
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 0, 3, 3, 1, 1,,  0, 0, 0, 0, 0, 0, 0,10,10,
, -1,-1,-1,-1, 0, 0, 0, 0, 0,,  2, 2, 2, 2, 0, 3, 3, 3, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0,-1,-1, 0, 0, 0, 0,,  0, 0, 0, 2, 2, 3, 3, 3, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
Layout 10
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 0,, 10,10,10,10,10,10,10,10, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 0,, 10,10,10,10,10,10,10,10, 0,
,  0,-1,-1,-1,-1,-1,-1,-1, 0,,  1, 2, 2, 2, 2, 2, 2, 2, 0,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0,-1,-1,-1,-1,-1,-1,-1, 0,,  1, 2, 2, 2, 2, 2, 2, 2, 0,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0,-1,-1,-1,-1,-1,-1,-1, 0,,  1, 2, 2, 2, 2, 2, 2, 2, 3,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0,-1,-1,-1,-1,-1,-1,-1, 0,,  1, 2, 2, 2, 2, 2, 2, 2, 3,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0,-1,-1,-1,-1,-1,-1,-1, 0,,  1, 2, 2, 2, 2, 2, 2, 2, 3,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0,-1,-1,-1,-1,-1,-1,-1, 0,,  1, 2, 2, 2, 2, 2, 2, 2, 3,, 10, 0, 0, 0, 0, 0, 0, 0, 0,
,  0,-1,-1,-1,-1,-1,-1,-1, 0,,  0, 2, 2, 2, 2, 2, 2, 2, 3,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
Layout 11
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0,-1,-1, 0, 0, 0,,  1, 1, 1, 1, 3, 3, 1, 1, 1,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1, 0, 0, 0,,  1, 1, 1, 1, 3, 3, 1, 1, 1,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1, 0, 0, 0,,  2, 1, 1, 1, 3, 3, 1, 1, 1,,  0,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1, 0, 0,,  2, 1, 1, 1, 3, 3, 3, 1, 1,,  0,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1, 0, 0,,  2, 1, 1, 1, 3, 3, 3, 0, 0,,  0,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1, 0, 0,,  2, 1, 1, 1, 3, 3, 3, 0, 0,,  0,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1, 0, 0,,  2, 1, 1, 1, 3, 3, 3, 0, 0,,  0,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  2, 1, 1, 1, 3, 3, 3, 3, 3,,  0,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  2, 1, 1, 1, 3, 3, 3, 3, 3,,  0,10,10,10, 0, 0, 0, 0, 0,
Layout 12
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 2, 2, 2, 2, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1,-1,-1, 0,-1,,  1, 1, 1, 1, 2, 2, 2, 0, 2,,  0, 0, 0, 0,10,10,10, 0,10,
,  0, 0, 0, 0,-1, 0, 0, 0,-1,,  1, 1, 1, 1, 2, 0, 0, 0, 2,,  0, 0, 0, 0,10, 0, 0, 0,10,
,  0, 0, 0, 0,-1, 0, 0, 0,-1,,  1, 1, 1, 1, 2, 0, 0, 3, 2,,  0, 0, 0, 0,10, 0, 0,10,10,
,  0, 0, 0, 0,-1, 0, 0, 0,-1,,  1, 1, 1, 1, 2, 3, 3, 3, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1, 0, 0, 0,-1,,  1, 1, 1, 1, 2, 3, 3, 3, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0, 0, 0,-1, 0, 0, 0,-1,,  1, 1, 1, 1, 2, 3, 3, 3, 2,,  0, 0, 0, 0,10,10,10,10,10,
,  0, 0,-1,-1,-1, 0, 0, 0,-1,,  1, 1, 2, 2, 2, 3, 3, 3, 2,,  0, 0,10,10,10,10,10,10,10,
,  0, 0,-1,-1,-1, 0, 0, 0,-1,,  1, 1, 2, 2, 2, 3, 3, 3, 2,,  0, 0,10,10,10,10,10,10,10,
Layout 13
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 3, 3, 3, 3, 3,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 3, 3, 3, 3, 3,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 3, 3, 3, 3, 3,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 3, 3, 3, 3, 3,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 3, 3, 3, 3, 3,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 3, 3, 3, 3, 3,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  1, 1, 1, 1, 3, 3, 3, 3, 3,, 10,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0,-1,-1,-1,-1,-1,,  0, 2, 2, 2, 3, 3, 3, 3, 3,,  0,10,10,10, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0,-1,,  0, 2, 2, 2, 0, 0, 0, 0, 3,,  0,10,10,10, 0, 0, 0, 0, 0,
Layout 14
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0, 0,-1,-1,-1,-1,,  1, 1, 1, 1, 1, 3, 3, 3, 3,, 10,10,10,10,10, 0, 0, 0, 0,
,  0, 0, 0, 0, 0,-1,-1,-1,-1,,  1, 1, 1, 1, 1, 3, 3, 3, 3,, 10,10,10,10,10, 0, 0, 0, 0,
,  0, 0, 0, 0, 0,-1,-1,-1,-1,,  1, 1, 1, 1, 1, 3, 3, 3, 3,, 10,10,10,10,10, 0, 0, 0, 0,
,  0, 0,-1, 0, 0,-1,-1,-1,-1,,  1, 1, 2, 1, 1, 3, 3, 3, 3,, 10,10, 0,10,10, 0, 0, 0, 0,
,  0, 0,-1, 0, 0,-1,-1,-1,-1,,  0, 1, 2, 1, 1, 3, 3, 3, 3,,  0,10, 0,10,10, 0, 0, 0, 0,
,  0, 0,-1, 0, 0,-1,-1,-1,-1,,  0, 1, 2, 1, 1, 3, 3, 3, 3,,  0,10, 0,10,10, 0, 0, 0, 0,
,  0, 0,-1, 0, 0,-1,-1,-1,-1,,  0, 1, 2, 1, 1, 3, 3, 3, 3,,  0,10, 0,10,10, 0, 0, 0, 0,
,  0, 0,-1, 0, 0,-1,-1,-1,-1,,  0, 1, 2, 1, 1, 3, 3, 3, 3,,  0,10, 0,10,10, 0, 0, 0, 0,
,  0, 0,-1, 0, 0,-1,-1,-1,-1,,  0, 1, 2, 1, 1, 3, 3, 3, 3,,  0,10, 0,10,10, 0, 0, 0, 0,
Layout 15
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 1,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 1,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 1,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  1, 1, 1, 1, 1, 1, 1, 1, 1,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
, -1,-1,-1,-1,-1, 0, 0, 0, 0,,  2, 2, 2, 2, 2, 0, 0, 0, 0,, 10,10,10,10,10, 0, 0, 0, 0,
, -1,-1,-1,-1,-1, 0, 0, 0, 0,,  2, 2, 2, 2, 2, 3, 3, 3, 3,, 10,10,10,10,10, 0, 0, 0, 0,
, -1,-1,-1,-1,-1, 0, 0, 0, 0,,  2, 2, 2, 2, 2, 3, 3, 3, 3,, 10,10,10,10,10, 0, 0, 0, 0,
, -1,-1,-1,-1,-1, 0, 0, 0, 0,,  2, 2, 2, 2, 2, 3, 3, 3, 3,, 10,10,10,10,10, 0, 0, 0, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  2, 2, 2, 0, 0, 3, 3, 3, 3,, 10,10,10, 0, 0, 0, 0, 0, 0,
Layout 16
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 1, 1, 1,,  0, 0, 0,10,10,10,10,10,10,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 0, 2, 2,,  0, 0, 0,10,10,10, 0, 0, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 2, 2, 2,,  0, 0, 0,10,10,10, 0, 0, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 2, 2, 2,,  0, 0, 0,10,10,10, 0, 0, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 2, 2, 2,,  0, 0, 0,10,10,10, 0, 0, 0,
, -1,-1,-1, 0, 0, 0, 0, 0, 0,,  3, 3, 3, 1, 1, 1, 2, 2, 2,,  0, 0, 0,10,10,10, 0, 0, 0,
,  0, 0, 0, 0, 0, 0, 0, 0, 0,,  0, 0, 0, 0, 0, 0, 2, 2, 2,,  0, 0, 0, 0, 0, 0, 0, 0, 0,
Layout 17
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
,  0, 0, 0, 0,-1,-1, 0,-1,-1,,  1, 1, 1, 1, 2, 2, 0, 3, 3,,  0, 0, 0, 0,10,10, 0,10,10,
,  0, 0, 0, 0,-1,-1, 0,-1,-1,,  1, 1, 1, 1, 2, 2, 0, 3, 3,,  0, 0, 0, 0,10,10, 0,10,10,
,  0, 0, 0, 0,-1,-1, 0,-1,-1,,  1, 1, 1, 1, 2, 2, 0, 3, 3,,  0, 0, 0, 0,10,10, 0,10,10,
, -1, 0, 0, 0,-1,-1, 0,-1,-1,,  3, 1, 1, 1, 2, 2, 0, 3, 3,, 10, 0, 0, 0,10,10, 0,10,10,
, -1, 0, 0, 0,-1,-1, 0,-1,-1,,  3, 1, 1, 1, 2, 2, 0, 3, 3,, 10, 0, 0, 0,10,10, 0,10,10,
, -1, 0, 0, 0,-1,-1, 0,-1,-1,,  3, 1, 1, 1, 2, 2, 0, 3, 3,, 10, 0, 0, 0,10,10, 0,10,10,
, -1, 0, 0, 0,-1,-1,-1,-1,-1,,  3, 1, 1, 1, 2, 2, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
, -1, 0, 0, 0,-1,-1,-1,-1,-1,,  3, 1, 1, 1, 2, 2, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
, -1, 0, 0, 0,-1,-1,-1,-1,-1,,  3, 1, 1, 1, 2, 2, 3, 3, 3,, 10, 0, 0, 0,10,10,10,10,10,
Layout 18
Layer -1, , , , , , , , , , Layer 0, , , , , , , , , , Layer +1, 
, -1,-1, 0, 0, 0, 0, 0, 0, 0,,  2, 2, 1, 1, 1, 1, 1, 1, 1,, 10,10,10,10,10,10,10,10,10,
, -1,-1, 0, 0, 0, 0, 0, 0, 0,,  2, 2, 1, 1, 1, 1, 1, 1, 1,, 10,10,10,10,10,10,10,10,10,
, -1,-1, 0, 0, 0, 0, 0, 0, 0,,  2, 2, 1, 1, 1, 1, 1, 1, 1,, 10,10,10,10,10,10,10,10,10,
, -1,-1, 0, 0,-1, 0, 0, 0, 0,,  2, 2, 0, 0, 3, 3, 3, 3, 3,, 10,10, 0, 0,10, 0, 0, 0, 0,
, -1,-1, 0, 0,-1, 0, 0, 0, 0,,  2, 2, 0, 0, 3, 3, 3, 3, 3,, 10,10, 0, 0,10, 0, 0, 0, 0,
, -1,-1, 0, 0,-1, 0, 0, 0, 0,,  2, 2, 0, 0, 3, 3, 3, 3, 3,, 10,10, 0, 0,10, 0, 0, 0, 0,
, -1,-1, 0, 0,-1, 0, 0, 0, 0,,  2, 2, 0, 0, 3, 3, 3, 3, 3,, 10,10, 0, 0,10, 0, 0, 0, 0,
, -1,-1,-1,-1,-1, 0, 0, 0, 0,,  2, 2, 3, 3, 3, 3, 3, 3, 3,, 10,10,10,10,10, 0, 0, 0, 0,
